"Year","replacecolumns","from","to"
2016,"label_cause","L98","ncd_lri"
1999,"label_cause","M00","ncd_lri"
2000,"label_cause","M00","ncd_lri"
2001,"label_cause","M00","ncd_lri"
2002,"label_cause","M00","ncd_lri"
2003,"label_cause","M00","ncd_lri"
2004,"label_cause","M00","ncd_lri"
2005,"label_cause","M00","ncd_lri"
2006,"label_cause","M00","ncd_lri"
2007,"label_cause","M00","ncd_lri"
2008,"label_cause","M00","ncd_lri"
2009,"label_cause","M00","ncd_lri"
2010,"label_cause","M00","ncd_lri"
2011,"label_cause","M00","ncd_lri"
2012,"label_cause","M00","ncd_lri"
2013,"label_cause","M00","ncd_lri"
2014,"label_cause","M00","ncd_lri"
2015,"label_cause","M00","ncd_lri"
2016,"label_cause","M00","ncd_lri"
1999,"label_cause","M01","ncd_lri"
2000,"label_cause","M01","ncd_lri"
2001,"label_cause","M01","ncd_lri"
2002,"label_cause","M01","ncd_lri"
2003,"label_cause","M01","ncd_lri"
2004,"label_cause","M01","ncd_lri"
2005,"label_cause","M01","ncd_lri"
2006,"label_cause","M01","ncd_lri"
2007,"label_cause","M01","ncd_lri"
2008,"label_cause","M01","ncd_lri"
2009,"label_cause","M01","ncd_lri"
2010,"label_cause","M01","ncd_lri"
2011,"label_cause","M01","ncd_lri"
2012,"label_cause","M01","ncd_lri"
2013,"label_cause","M01","ncd_lri"
2014,"label_cause","M01","ncd_lri"
2015,"label_cause","M01","ncd_lri"
2016,"label_cause","M01","ncd_lri"
1999,"label_cause","M02","ncd_lri"
2000,"label_cause","M02","ncd_lri"
2001,"label_cause","M02","ncd_lri"
2002,"label_cause","M02","ncd_lri"
2003,"label_cause","M02","ncd_lri"
2004,"label_cause","M02","ncd_lri"
2005,"label_cause","M02","ncd_lri"
2006,"label_cause","M02","ncd_lri"
2007,"label_cause","M02","ncd_lri"
2008,"label_cause","M02","ncd_lri"
2009,"label_cause","M02","ncd_lri"
2010,"label_cause","M02","ncd_lri"
2011,"label_cause","M02","ncd_lri"
2012,"label_cause","M02","ncd_lri"
2013,"label_cause","M02","ncd_lri"
2014,"label_cause","M02","ncd_lri"
2015,"label_cause","M02","ncd_lri"
2016,"label_cause","M02","ncd_lri"
1999,"label_cause","M03","ncd_lri"
2000,"label_cause","M03","ncd_lri"
2001,"label_cause","M03","ncd_lri"
2002,"label_cause","M03","ncd_lri"
2003,"label_cause","M03","ncd_lri"
2004,"label_cause","M03","ncd_lri"
2005,"label_cause","M03","ncd_lri"
2006,"label_cause","M03","ncd_lri"
2007,"label_cause","M03","ncd_lri"
2008,"label_cause","M03","ncd_lri"
2009,"label_cause","M03","ncd_lri"
2010,"label_cause","M03","ncd_lri"
2011,"label_cause","M03","ncd_lri"
2012,"label_cause","M03","ncd_lri"
2013,"label_cause","M03","ncd_lri"
2014,"label_cause","M03","ncd_lri"
2015,"label_cause","M03","ncd_lri"
2016,"label_cause","M03","ncd_lri"
1999,"label_cause","M04","ncd_lri"
2000,"label_cause","M04","ncd_lri"
2001,"label_cause","M04","ncd_lri"
2002,"label_cause","M04","ncd_lri"
2003,"label_cause","M04","ncd_lri"
2004,"label_cause","M04","ncd_lri"
2005,"label_cause","M04","ncd_lri"
2006,"label_cause","M04","ncd_lri"
2007,"label_cause","M04","ncd_lri"
2008,"label_cause","M04","ncd_lri"
2009,"label_cause","M04","ncd_lri"
2010,"label_cause","M04","ncd_lri"
2011,"label_cause","M04","ncd_lri"
2012,"label_cause","M04","ncd_lri"
2013,"label_cause","M04","ncd_lri"
2014,"label_cause","M04","ncd_lri"
2015,"label_cause","M04","ncd_lri"
2016,"label_cause","M04","ncd_lri"
1999,"label_cause","M05","ncd_lri"
2000,"label_cause","M05","ncd_lri"
2001,"label_cause","M05","ncd_lri"
2002,"label_cause","M05","ncd_lri"
2003,"label_cause","M05","ncd_lri"
2004,"label_cause","M05","ncd_lri"
2005,"label_cause","M05","ncd_lri"
2006,"label_cause","M05","ncd_lri"
2007,"label_cause","M05","ncd_lri"
2008,"label_cause","M05","ncd_lri"
2009,"label_cause","M05","ncd_lri"
2010,"label_cause","M05","ncd_lri"
2011,"label_cause","M05","ncd_lri"
2012,"label_cause","M05","ncd_lri"
2013,"label_cause","M05","ncd_lri"
2014,"label_cause","M05","ncd_lri"
2015,"label_cause","M05","ncd_lri"
2016,"label_cause","M05","ncd_lri"
1999,"label_cause","M06","ncd_lri"
2000,"label_cause","M06","ncd_lri"
2001,"label_cause","M06","ncd_lri"
2002,"label_cause","M06","ncd_lri"
2003,"label_cause","M06","ncd_lri"
2004,"label_cause","M06","ncd_lri"
2005,"label_cause","M06","ncd_lri"
2006,"label_cause","M06","ncd_lri"
2007,"label_cause","M06","ncd_lri"
2008,"label_cause","M06","ncd_lri"
2009,"label_cause","M06","ncd_lri"
2010,"label_cause","M06","ncd_lri"
2011,"label_cause","M06","ncd_lri"
2012,"label_cause","M06","ncd_lri"
2013,"label_cause","M06","ncd_lri"
2014,"label_cause","M06","ncd_lri"
2015,"label_cause","M06","ncd_lri"
2016,"label_cause","M06","ncd_lri"
1999,"label_cause","M07","ncd_lri"
2000,"label_cause","M07","ncd_lri"
2001,"label_cause","M07","ncd_lri"
2002,"label_cause","M07","ncd_lri"
2003,"label_cause","M07","ncd_lri"
2004,"label_cause","M07","ncd_lri"
2005,"label_cause","M07","ncd_lri"
2006,"label_cause","M07","ncd_lri"
2007,"label_cause","M07","ncd_lri"
2008,"label_cause","M07","ncd_lri"
2009,"label_cause","M07","ncd_lri"
2010,"label_cause","M07","ncd_lri"
2011,"label_cause","M07","ncd_lri"
2012,"label_cause","M07","ncd_lri"
2013,"label_cause","M07","ncd_lri"
2014,"label_cause","M07","ncd_lri"
2015,"label_cause","M07","ncd_lri"
2016,"label_cause","M07","ncd_lri"
1999,"label_cause","M08","ncd_lri"
2000,"label_cause","M08","ncd_lri"
2001,"label_cause","M08","ncd_lri"
2002,"label_cause","M08","ncd_lri"
2003,"label_cause","M08","ncd_lri"
2004,"label_cause","M08","ncd_lri"
2005,"label_cause","M08","ncd_lri"
2006,"label_cause","M08","ncd_lri"
2007,"label_cause","M08","ncd_lri"
2008,"label_cause","M08","ncd_lri"
2009,"label_cause","M08","ncd_lri"
2010,"label_cause","M08","ncd_lri"
2011,"label_cause","M08","ncd_lri"
2012,"label_cause","M08","ncd_lri"
2013,"label_cause","M08","ncd_lri"
2014,"label_cause","M08","ncd_lri"
2015,"label_cause","M08","ncd_lri"
2016,"label_cause","M08","ncd_lri"
1999,"label_cause","M09","ncd_lri"
2000,"label_cause","M09","ncd_lri"
2001,"label_cause","M09","ncd_lri"
2002,"label_cause","M09","ncd_lri"
2003,"label_cause","M09","ncd_lri"
2004,"label_cause","M09","ncd_lri"
2005,"label_cause","M09","ncd_lri"
2006,"label_cause","M09","ncd_lri"
2007,"label_cause","M09","ncd_lri"
2008,"label_cause","M09","ncd_lri"
2009,"label_cause","M09","ncd_lri"
2010,"label_cause","M09","ncd_lri"
2011,"label_cause","M09","ncd_lri"
2012,"label_cause","M09","ncd_lri"
2013,"label_cause","M09","ncd_lri"
2014,"label_cause","M09","ncd_lri"
2015,"label_cause","M09","ncd_lri"
2016,"label_cause","M09","ncd_lri"
1999,"label_cause","M10","ncd_lri"
2000,"label_cause","M10","ncd_lri"
2001,"label_cause","M10","ncd_lri"
2002,"label_cause","M10","ncd_lri"
2003,"label_cause","M10","ncd_lri"
2004,"label_cause","M10","ncd_lri"
2005,"label_cause","M10","ncd_lri"
2006,"label_cause","M10","ncd_lri"
2007,"label_cause","M10","ncd_lri"
2008,"label_cause","M10","ncd_lri"
2009,"label_cause","M10","ncd_lri"
2010,"label_cause","M10","ncd_lri"
2011,"label_cause","M10","ncd_lri"
2012,"label_cause","M10","ncd_lri"
2013,"label_cause","M10","ncd_lri"
2014,"label_cause","M10","ncd_lri"
2015,"label_cause","M10","ncd_lri"
2016,"label_cause","M10","ncd_lri"
1999,"label_cause","M11","ncd_lri"
2000,"label_cause","M11","ncd_lri"
2001,"label_cause","M11","ncd_lri"
2002,"label_cause","M11","ncd_lri"
2003,"label_cause","M11","ncd_lri"
2004,"label_cause","M11","ncd_lri"
2005,"label_cause","M11","ncd_lri"
2006,"label_cause","M11","ncd_lri"
2007,"label_cause","M11","ncd_lri"
2008,"label_cause","M11","ncd_lri"
2009,"label_cause","M11","ncd_lri"
2010,"label_cause","M11","ncd_lri"
2011,"label_cause","M11","ncd_lri"
2012,"label_cause","M11","ncd_lri"
2013,"label_cause","M11","ncd_lri"
2014,"label_cause","M11","ncd_lri"
2015,"label_cause","M11","ncd_lri"
2016,"label_cause","M11","ncd_lri"
1999,"label_cause","M12","ncd_lri"
2000,"label_cause","M12","ncd_lri"
2001,"label_cause","M12","ncd_lri"
2002,"label_cause","M12","ncd_lri"
2003,"label_cause","M12","ncd_lri"
2004,"label_cause","M12","ncd_lri"
2005,"label_cause","M12","ncd_lri"
2006,"label_cause","M12","ncd_lri"
2007,"label_cause","M12","ncd_lri"
2008,"label_cause","M12","ncd_lri"
2009,"label_cause","M12","ncd_lri"
2010,"label_cause","M12","ncd_lri"
2011,"label_cause","M12","ncd_lri"
2012,"label_cause","M12","ncd_lri"
2013,"label_cause","M12","ncd_lri"
2014,"label_cause","M12","ncd_lri"
2015,"label_cause","M12","ncd_lri"
2016,"label_cause","M12","ncd_lri"
1999,"label_cause","M13","ncd_lri"
2000,"label_cause","M13","ncd_lri"
2001,"label_cause","M13","ncd_lri"
2002,"label_cause","M13","ncd_lri"
2003,"label_cause","M13","ncd_lri"
2004,"label_cause","M13","ncd_lri"
2005,"label_cause","M13","ncd_lri"
2006,"label_cause","M13","ncd_lri"
2007,"label_cause","M13","ncd_lri"
2008,"label_cause","M13","ncd_lri"
2009,"label_cause","M13","ncd_lri"
2010,"label_cause","M13","ncd_lri"
2011,"label_cause","M13","ncd_lri"
2012,"label_cause","M13","ncd_lri"
2013,"label_cause","M13","ncd_lri"
2014,"label_cause","M13","ncd_lri"
2015,"label_cause","M13","ncd_lri"
2016,"label_cause","M13","ncd_lri"
1999,"label_cause","M14","ncd_lri"
2000,"label_cause","M14","ncd_lri"
2001,"label_cause","M14","ncd_lri"
2002,"label_cause","M14","ncd_lri"
2003,"label_cause","M14","ncd_lri"
2004,"label_cause","M14","ncd_lri"
2005,"label_cause","M14","ncd_lri"
2006,"label_cause","M14","ncd_lri"
2007,"label_cause","M14","ncd_lri"
2008,"label_cause","M14","ncd_lri"
2009,"label_cause","M14","ncd_lri"
2010,"label_cause","M14","ncd_lri"
2011,"label_cause","M14","ncd_lri"
2012,"label_cause","M14","ncd_lri"
2013,"label_cause","M14","ncd_lri"
2014,"label_cause","M14","ncd_lri"
2015,"label_cause","M14","ncd_lri"
2016,"label_cause","M14","ncd_lri"
1999,"label_cause","M15","ncd_lri"
2000,"label_cause","M15","ncd_lri"
2001,"label_cause","M15","ncd_lri"
2002,"label_cause","M15","ncd_lri"
2003,"label_cause","M15","ncd_lri"
2004,"label_cause","M15","ncd_lri"
2005,"label_cause","M15","ncd_lri"
2006,"label_cause","M15","ncd_lri"
2007,"label_cause","M15","ncd_lri"
2008,"label_cause","M15","ncd_lri"
2009,"label_cause","M15","ncd_lri"
2010,"label_cause","M15","ncd_lri"
2011,"label_cause","M15","ncd_lri"
2012,"label_cause","M15","ncd_lri"
2013,"label_cause","M15","ncd_lri"
2014,"label_cause","M15","ncd_lri"
2015,"label_cause","M15","ncd_lri"
2016,"label_cause","M15","ncd_lri"
1999,"label_cause","M16","ncd_lri"
2000,"label_cause","M16","ncd_lri"
2001,"label_cause","M16","ncd_lri"
2002,"label_cause","M16","ncd_lri"
2003,"label_cause","M16","ncd_lri"
2004,"label_cause","M16","ncd_lri"
2005,"label_cause","M16","ncd_lri"
2006,"label_cause","M16","ncd_lri"
2007,"label_cause","M16","ncd_lri"
2008,"label_cause","M16","ncd_lri"
2009,"label_cause","M16","ncd_lri"
2010,"label_cause","M16","ncd_lri"
2011,"label_cause","M16","ncd_lri"
2012,"label_cause","M16","ncd_lri"
2013,"label_cause","M16","ncd_lri"
2014,"label_cause","M16","ncd_lri"
2015,"label_cause","M16","ncd_lri"
2016,"label_cause","M16","ncd_lri"
1999,"label_cause","M17","ncd_lri"
2000,"label_cause","M17","ncd_lri"
2001,"label_cause","M17","ncd_lri"
2002,"label_cause","M17","ncd_lri"
2003,"label_cause","M17","ncd_lri"
2004,"label_cause","M17","ncd_lri"
2005,"label_cause","M17","ncd_lri"
2006,"label_cause","M17","ncd_lri"
2007,"label_cause","M17","ncd_lri"
2008,"label_cause","M17","ncd_lri"
2009,"label_cause","M17","ncd_lri"
2010,"label_cause","M17","ncd_lri"
2011,"label_cause","M17","ncd_lri"
2012,"label_cause","M17","ncd_lri"
2013,"label_cause","M17","ncd_lri"
2014,"label_cause","M17","ncd_lri"
2015,"label_cause","M17","ncd_lri"
2016,"label_cause","M17","ncd_lri"
1999,"label_cause","M18","ncd_lri"
2000,"label_cause","M18","ncd_lri"
2001,"label_cause","M18","ncd_lri"
2002,"label_cause","M18","ncd_lri"
2003,"label_cause","M18","ncd_lri"
2004,"label_cause","M18","ncd_lri"
2005,"label_cause","M18","ncd_lri"
2006,"label_cause","M18","ncd_lri"
2007,"label_cause","M18","ncd_lri"
2008,"label_cause","M18","ncd_lri"
2009,"label_cause","M18","ncd_lri"
2010,"label_cause","M18","ncd_lri"
2011,"label_cause","M18","ncd_lri"
2012,"label_cause","M18","ncd_lri"
2013,"label_cause","M18","ncd_lri"
2014,"label_cause","M18","ncd_lri"
2015,"label_cause","M18","ncd_lri"
2016,"label_cause","M18","ncd_lri"
1999,"label_cause","M19","ncd_lri"
2000,"label_cause","M19","ncd_lri"
2001,"label_cause","M19","ncd_lri"
2002,"label_cause","M19","ncd_lri"
2003,"label_cause","M19","ncd_lri"
2004,"label_cause","M19","ncd_lri"
2005,"label_cause","M19","ncd_lri"
2006,"label_cause","M19","ncd_lri"
2007,"label_cause","M19","ncd_lri"
2008,"label_cause","M19","ncd_lri"
2009,"label_cause","M19","ncd_lri"
2010,"label_cause","M19","ncd_lri"
2011,"label_cause","M19","ncd_lri"
2012,"label_cause","M19","ncd_lri"
2013,"label_cause","M19","ncd_lri"
2014,"label_cause","M19","ncd_lri"
2015,"label_cause","M19","ncd_lri"
2016,"label_cause","M19","ncd_lri"
1999,"label_cause","M20","ncd_lri"
2000,"label_cause","M20","ncd_lri"
2001,"label_cause","M20","ncd_lri"
2002,"label_cause","M20","ncd_lri"
2003,"label_cause","M20","ncd_lri"
2004,"label_cause","M20","ncd_lri"
2005,"label_cause","M20","ncd_lri"
2006,"label_cause","M20","ncd_lri"
2007,"label_cause","M20","ncd_lri"
2008,"label_cause","M20","ncd_lri"
2009,"label_cause","M20","ncd_lri"
2010,"label_cause","M20","ncd_lri"
2011,"label_cause","M20","ncd_lri"
2012,"label_cause","M20","ncd_lri"
2013,"label_cause","M20","ncd_lri"
2014,"label_cause","M20","ncd_lri"
2015,"label_cause","M20","ncd_lri"
2016,"label_cause","M20","ncd_lri"
1999,"label_cause","M21","ncd_lri"
2000,"label_cause","M21","ncd_lri"
2001,"label_cause","M21","ncd_lri"
2002,"label_cause","M21","ncd_lri"
2003,"label_cause","M21","ncd_lri"
2004,"label_cause","M21","ncd_lri"
2005,"label_cause","M21","ncd_lri"
2006,"label_cause","M21","ncd_lri"
2007,"label_cause","M21","ncd_lri"
2008,"label_cause","M21","ncd_lri"
2009,"label_cause","M21","ncd_lri"
2010,"label_cause","M21","ncd_lri"
2011,"label_cause","M21","ncd_lri"
2012,"label_cause","M21","ncd_lri"
2013,"label_cause","M21","ncd_lri"
2014,"label_cause","M21","ncd_lri"
2015,"label_cause","M21","ncd_lri"
2016,"label_cause","M21","ncd_lri"
1999,"label_cause","M22","ncd_lri"
2000,"label_cause","M22","ncd_lri"
2001,"label_cause","M22","ncd_lri"
2002,"label_cause","M22","ncd_lri"
2003,"label_cause","M22","ncd_lri"
2004,"label_cause","M22","ncd_lri"
2005,"label_cause","M22","ncd_lri"
2006,"label_cause","M22","ncd_lri"
2007,"label_cause","M22","ncd_lri"
2008,"label_cause","M22","ncd_lri"
2009,"label_cause","M22","ncd_lri"
2010,"label_cause","M22","ncd_lri"
2011,"label_cause","M22","ncd_lri"
2012,"label_cause","M22","ncd_lri"
2013,"label_cause","M22","ncd_lri"
2014,"label_cause","M22","ncd_lri"
2015,"label_cause","M22","ncd_lri"
2016,"label_cause","M22","ncd_lri"
1999,"label_cause","M23","ncd_lri"
2000,"label_cause","M23","ncd_lri"
2001,"label_cause","M23","ncd_lri"
2002,"label_cause","M23","ncd_lri"
2003,"label_cause","M23","ncd_lri"
2004,"label_cause","M23","ncd_lri"
2005,"label_cause","M23","ncd_lri"
2006,"label_cause","M23","ncd_lri"
2007,"label_cause","M23","ncd_lri"
2008,"label_cause","M23","ncd_lri"
2009,"label_cause","M23","ncd_lri"
2010,"label_cause","M23","ncd_lri"
2011,"label_cause","M23","ncd_lri"
2012,"label_cause","M23","ncd_lri"
2013,"label_cause","M23","ncd_lri"
2014,"label_cause","M23","ncd_lri"
2015,"label_cause","M23","ncd_lri"
2016,"label_cause","M23","ncd_lri"
1999,"label_cause","M24","ncd_lri"
2000,"label_cause","M24","ncd_lri"
2001,"label_cause","M24","ncd_lri"
2002,"label_cause","M24","ncd_lri"
2003,"label_cause","M24","ncd_lri"
2004,"label_cause","M24","ncd_lri"
2005,"label_cause","M24","ncd_lri"
2006,"label_cause","M24","ncd_lri"
2007,"label_cause","M24","ncd_lri"
2008,"label_cause","M24","ncd_lri"
2009,"label_cause","M24","ncd_lri"
2010,"label_cause","M24","ncd_lri"
2011,"label_cause","M24","ncd_lri"
2012,"label_cause","M24","ncd_lri"
2013,"label_cause","M24","ncd_lri"
2014,"label_cause","M24","ncd_lri"
2015,"label_cause","M24","ncd_lri"
2016,"label_cause","M24","ncd_lri"
1999,"label_cause","M25","ncd_lri"
2000,"label_cause","M25","ncd_lri"
2001,"label_cause","M25","ncd_lri"
2002,"label_cause","M25","ncd_lri"
2003,"label_cause","M25","ncd_lri"
2004,"label_cause","M25","ncd_lri"
2005,"label_cause","M25","ncd_lri"
2006,"label_cause","M25","ncd_lri"
2007,"label_cause","M25","ncd_lri"
2008,"label_cause","M25","ncd_lri"
2009,"label_cause","M25","ncd_lri"
2010,"label_cause","M25","ncd_lri"
2011,"label_cause","M25","ncd_lri"
2012,"label_cause","M25","ncd_lri"
2013,"label_cause","M25","ncd_lri"
2014,"label_cause","M25","ncd_lri"
2015,"label_cause","M25","ncd_lri"
2016,"label_cause","M25","ncd_lri"
1999,"label_cause","M26","ncd_lri"
2000,"label_cause","M26","ncd_lri"
2001,"label_cause","M26","ncd_lri"
2002,"label_cause","M26","ncd_lri"
2003,"label_cause","M26","ncd_lri"
2004,"label_cause","M26","ncd_lri"
2005,"label_cause","M26","ncd_lri"
2006,"label_cause","M26","ncd_lri"
2007,"label_cause","M26","ncd_lri"
2008,"label_cause","M26","ncd_lri"
2009,"label_cause","M26","ncd_lri"
2010,"label_cause","M26","ncd_lri"
2011,"label_cause","M26","ncd_lri"
2012,"label_cause","M26","ncd_lri"
2013,"label_cause","M26","ncd_lri"
2014,"label_cause","M26","ncd_lri"
2015,"label_cause","M26","ncd_lri"
2016,"label_cause","M26","ncd_lri"
1999,"label_cause","M27","ncd_lri"
2000,"label_cause","M27","ncd_lri"
2001,"label_cause","M27","ncd_lri"
2002,"label_cause","M27","ncd_lri"
2003,"label_cause","M27","ncd_lri"
2004,"label_cause","M27","ncd_lri"
2005,"label_cause","M27","ncd_lri"
2006,"label_cause","M27","ncd_lri"
2007,"label_cause","M27","ncd_lri"
2008,"label_cause","M27","ncd_lri"
2009,"label_cause","M27","ncd_lri"
2010,"label_cause","M27","ncd_lri"
2011,"label_cause","M27","ncd_lri"
2012,"label_cause","M27","ncd_lri"
2013,"label_cause","M27","ncd_lri"
2014,"label_cause","M27","ncd_lri"
2015,"label_cause","M27","ncd_lri"
2016,"label_cause","M27","ncd_lri"
1999,"label_cause","M28","ncd_lri"
2000,"label_cause","M28","ncd_lri"
2001,"label_cause","M28","ncd_lri"
2002,"label_cause","M28","ncd_lri"
2003,"label_cause","M28","ncd_lri"
2004,"label_cause","M28","ncd_lri"
2005,"label_cause","M28","ncd_lri"
2006,"label_cause","M28","ncd_lri"
2007,"label_cause","M28","ncd_lri"
2008,"label_cause","M28","ncd_lri"
2009,"label_cause","M28","ncd_lri"
2010,"label_cause","M28","ncd_lri"
2011,"label_cause","M28","ncd_lri"
2012,"label_cause","M28","ncd_lri"
2013,"label_cause","M28","ncd_lri"
2014,"label_cause","M28","ncd_lri"
2015,"label_cause","M28","ncd_lri"
2016,"label_cause","M28","ncd_lri"
1999,"label_cause","M29","ncd_lri"
2000,"label_cause","M29","ncd_lri"
2001,"label_cause","M29","ncd_lri"
2002,"label_cause","M29","ncd_lri"
2003,"label_cause","M29","ncd_lri"
2004,"label_cause","M29","ncd_lri"
2005,"label_cause","M29","ncd_lri"
2006,"label_cause","M29","ncd_lri"
2007,"label_cause","M29","ncd_lri"
2008,"label_cause","M29","ncd_lri"
2009,"label_cause","M29","ncd_lri"
2010,"label_cause","M29","ncd_lri"
2011,"label_cause","M29","ncd_lri"
2012,"label_cause","M29","ncd_lri"
2013,"label_cause","M29","ncd_lri"
2014,"label_cause","M29","ncd_lri"
2015,"label_cause","M29","ncd_lri"
2016,"label_cause","M29","ncd_lri"
1999,"label_cause","M30","ncd_lri"
2000,"label_cause","M30","ncd_lri"
2001,"label_cause","M30","ncd_lri"
2002,"label_cause","M30","ncd_lri"
2003,"label_cause","M30","ncd_lri"
2004,"label_cause","M30","ncd_lri"
2005,"label_cause","M30","ncd_lri"
2006,"label_cause","M30","ncd_lri"
2007,"label_cause","M30","ncd_lri"
2008,"label_cause","M30","ncd_lri"
2009,"label_cause","M30","ncd_lri"
2010,"label_cause","M30","ncd_lri"
2011,"label_cause","M30","ncd_lri"
2012,"label_cause","M30","ncd_lri"
2013,"label_cause","M30","ncd_lri"
2014,"label_cause","M30","ncd_lri"
2015,"label_cause","M30","ncd_lri"
2016,"label_cause","M30","ncd_lri"
1999,"label_cause","M31","ncd_lri"
2000,"label_cause","M31","ncd_lri"
2001,"label_cause","M31","ncd_lri"
2002,"label_cause","M31","ncd_lri"
2003,"label_cause","M31","ncd_lri"
2004,"label_cause","M31","ncd_lri"
2005,"label_cause","M31","ncd_lri"
2006,"label_cause","M31","ncd_lri"
2007,"label_cause","M31","ncd_lri"
2008,"label_cause","M31","ncd_lri"
2009,"label_cause","M31","ncd_lri"
2010,"label_cause","M31","ncd_lri"
2011,"label_cause","M31","ncd_lri"
2012,"label_cause","M31","ncd_lri"
2013,"label_cause","M31","ncd_lri"
2014,"label_cause","M31","ncd_lri"
2015,"label_cause","M31","ncd_lri"
2016,"label_cause","M31","ncd_lri"
1999,"label_cause","M32","ncd_lri"
2000,"label_cause","M32","ncd_lri"
2001,"label_cause","M32","ncd_lri"
2002,"label_cause","M32","ncd_lri"
2003,"label_cause","M32","ncd_lri"
2004,"label_cause","M32","ncd_lri"
2005,"label_cause","M32","ncd_lri"
2006,"label_cause","M32","ncd_lri"
2007,"label_cause","M32","ncd_lri"
2008,"label_cause","M32","ncd_lri"
2009,"label_cause","M32","ncd_lri"
2010,"label_cause","M32","ncd_lri"
2011,"label_cause","M32","ncd_lri"
2012,"label_cause","M32","ncd_lri"
2013,"label_cause","M32","ncd_lri"
2014,"label_cause","M32","ncd_lri"
2015,"label_cause","M32","ncd_lri"
2016,"label_cause","M32","ncd_lri"
1999,"label_cause","M33","ncd_lri"
2000,"label_cause","M33","ncd_lri"
2001,"label_cause","M33","ncd_lri"
2002,"label_cause","M33","ncd_lri"
2003,"label_cause","M33","ncd_lri"
2004,"label_cause","M33","ncd_lri"
2005,"label_cause","M33","ncd_lri"
2006,"label_cause","M33","ncd_lri"
2007,"label_cause","M33","ncd_lri"
2008,"label_cause","M33","ncd_lri"
2009,"label_cause","M33","ncd_lri"
2010,"label_cause","M33","ncd_lri"
2011,"label_cause","M33","ncd_lri"
2012,"label_cause","M33","ncd_lri"
2013,"label_cause","M33","ncd_lri"
2014,"label_cause","M33","ncd_lri"
2015,"label_cause","M33","ncd_lri"
2016,"label_cause","M33","ncd_lri"
1999,"label_cause","M34","ncd_lri"
2000,"label_cause","M34","ncd_lri"
2001,"label_cause","M34","ncd_lri"
2002,"label_cause","M34","ncd_lri"
2003,"label_cause","M34","ncd_lri"
2004,"label_cause","M34","ncd_lri"
2005,"label_cause","M34","ncd_lri"
2006,"label_cause","M34","ncd_lri"
2007,"label_cause","M34","ncd_lri"
2008,"label_cause","M34","ncd_lri"
2009,"label_cause","M34","ncd_lri"
2010,"label_cause","M34","ncd_lri"
2011,"label_cause","M34","ncd_lri"
2012,"label_cause","M34","ncd_lri"
2013,"label_cause","M34","ncd_lri"
2014,"label_cause","M34","ncd_lri"
2015,"label_cause","M34","ncd_lri"
2016,"label_cause","M34","ncd_lri"
1999,"label_cause","M35","ncd_lri"
2000,"label_cause","M35","ncd_lri"
2001,"label_cause","M35","ncd_lri"
2002,"label_cause","M35","ncd_lri"
2003,"label_cause","M35","ncd_lri"
2004,"label_cause","M35","ncd_lri"
2005,"label_cause","M35","ncd_lri"
2006,"label_cause","M35","ncd_lri"
2007,"label_cause","M35","ncd_lri"
2008,"label_cause","M35","ncd_lri"
2009,"label_cause","M35","ncd_lri"
2010,"label_cause","M35","ncd_lri"
2011,"label_cause","M35","ncd_lri"
2012,"label_cause","M35","ncd_lri"
2013,"label_cause","M35","ncd_lri"
2014,"label_cause","M35","ncd_lri"
2015,"label_cause","M35","ncd_lri"
2016,"label_cause","M35","ncd_lri"
1999,"label_cause","M36","ncd_lri"
2000,"label_cause","M36","ncd_lri"
2001,"label_cause","M36","ncd_lri"
2002,"label_cause","M36","ncd_lri"
2003,"label_cause","M36","ncd_lri"
2004,"label_cause","M36","ncd_lri"
2005,"label_cause","M36","ncd_lri"
2006,"label_cause","M36","ncd_lri"
2007,"label_cause","M36","ncd_lri"
2008,"label_cause","M36","ncd_lri"
2009,"label_cause","M36","ncd_lri"
2010,"label_cause","M36","ncd_lri"
2011,"label_cause","M36","ncd_lri"
2012,"label_cause","M36","ncd_lri"
2013,"label_cause","M36","ncd_lri"
2014,"label_cause","M36","ncd_lri"
2015,"label_cause","M36","ncd_lri"
2016,"label_cause","M36","ncd_lri"
1999,"label_cause","M37","ncd_lri"
2000,"label_cause","M37","ncd_lri"
2001,"label_cause","M37","ncd_lri"
2002,"label_cause","M37","ncd_lri"
2003,"label_cause","M37","ncd_lri"
2004,"label_cause","M37","ncd_lri"
2005,"label_cause","M37","ncd_lri"
2006,"label_cause","M37","ncd_lri"
2007,"label_cause","M37","ncd_lri"
2008,"label_cause","M37","ncd_lri"
2009,"label_cause","M37","ncd_lri"
2010,"label_cause","M37","ncd_lri"
2011,"label_cause","M37","ncd_lri"
2012,"label_cause","M37","ncd_lri"
2013,"label_cause","M37","ncd_lri"
2014,"label_cause","M37","ncd_lri"
2015,"label_cause","M37","ncd_lri"
2016,"label_cause","M37","ncd_lri"
1999,"label_cause","M38","ncd_lri"
2000,"label_cause","M38","ncd_lri"
2001,"label_cause","M38","ncd_lri"
2002,"label_cause","M38","ncd_lri"
2003,"label_cause","M38","ncd_lri"
2004,"label_cause","M38","ncd_lri"
2005,"label_cause","M38","ncd_lri"
2006,"label_cause","M38","ncd_lri"
2007,"label_cause","M38","ncd_lri"
2008,"label_cause","M38","ncd_lri"
2009,"label_cause","M38","ncd_lri"
2010,"label_cause","M38","ncd_lri"
2011,"label_cause","M38","ncd_lri"
2012,"label_cause","M38","ncd_lri"
