"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Ethnicity"	"Ethnicity Code"	"Race"	"Race Code"	Population
	"43 years"	"43"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3244169
	"43 years"	"43"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	507154
	"43 years"	"43"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3314911
	"43 years"	"43"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	503513
	"43 years"	"43"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3261763
	"43 years"	"43"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	527692
	"43 years"	"43"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3178592
	"43 years"	"43"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	546651
	"43 years"	"43"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3118032
	"43 years"	"43"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	577511
	"43 years"	"43"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3082925
	"43 years"	"43"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	602612
	"43 years"	"43"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2977052
	"43 years"	"43"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	598261
	"43 years"	"43"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2735478
	"43 years"	"43"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	600493
	"43 years"	"43"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2647040
	"43 years"	"43"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	624618
	"43 years"	"43"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2586473
	"43 years"	"43"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	640118
	"43 years"	"43"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2637405
	"43 years"	"43"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	685483
	"43 years"	"43"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2748881
	"43 years"	"43"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	688211
	"43 years"	"43"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2686309
	"43 years"	"43"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	693244
	"43 years"	"43"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2461707
	"43 years"	"43"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	699936
	"43 years"	"43"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2292845
	"44 years"	"44"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	390740
	"44 years"	"44"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3164249
	"44 years"	"44"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	414544
	"44 years"	"44"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3270086
	"44 years"	"44"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	432255
	"44 years"	"44"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3275799
	"44 years"	"44"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	455123
	"44 years"	"44"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3226603
	"44 years"	"44"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	507016
	"44 years"	"44"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3296003
	"44 years"	"44"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	503028
	"44 years"	"44"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3239832
	"44 years"	"44"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	526673
	"44 years"	"44"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3155326
	"44 years"	"44"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	544407
	"44 years"	"44"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3092389
	"44 years"	"44"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	574418
	"44 years"	"44"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3055343
	"44 years"	"44"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	598177
	"44 years"	"44"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2947778
	"44 years"	"44"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	593921
	"44 years"	"44"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2712450
	"44 years"	"44"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	600637
	"44 years"	"44"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2641867
	"44 years"	"44"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	624378
	"44 years"	"44"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2582242
	"44 years"	"44"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	639941
	"44 years"	"44"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2632686
	"44 years"	"44"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	685751
	"44 years"	"44"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2744029
	"44 years"	"44"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	688612
	"44 years"	"44"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2681949
	"44 years"	"44"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	693634
	"44 years"	"44"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2457372
	"45 years"	"45"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	384150
	"45 years"	"45"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3195818
	"45 years"	"45"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	393079
	"45 years"	"45"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3152637
	"45 years"	"45"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	416803
	"45 years"	"45"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3256317
	"45 years"	"45"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	433955
	"45 years"	"45"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3260376
	"45 years"	"45"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	456965
	"45 years"	"45"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3211340
	"45 years"	"45"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	509127
	"45 years"	"45"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3279109
	"45 years"	"45"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	505265
	"45 years"	"45"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3222835
	"45 years"	"45"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	528507
	"45 years"	"45"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3137876
	"45 years"	"45"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	546321
	"45 years"	"45"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3074171
	"45 years"	"45"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	575959
	"45 years"	"45"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3036030
	"45 years"	"45"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	599634
	"45 years"	"45"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2929750
	"45 years"	"45"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	593931
	"45 years"	"45"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2706410
	"45 years"	"45"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	600383
	"45 years"	"45"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2636989
	"45 years"	"45"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	623972
	"45 years"	"45"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2576950
	"45 years"	"45"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	640003
	"45 years"	"45"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2627513
	"45 years"	"45"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	685780
	"45 years"	"45"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2738613
	"45 years"	"45"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	688724
	"45 years"	"45"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2676511
	"46 years"	"46"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	350455
	"46 years"	"46"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3098637
	"46 years"	"46"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	386222
	"46 years"	"46"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3187395
	"46 years"	"46"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	394994
	"46 years"	"46"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3146325
	"46 years"	"46"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	418057
	"46 years"	"46"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3251902
	"46 years"	"46"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	435151
	"46 years"	"46"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3259602
	"46 years"	"46"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	458394
	"46 years"	"46"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3213100
	"46 years"	"46"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	510456
	"46 years"	"46"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3284351
	"46 years"	"46"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	506163
	"46 years"	"46"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3230773
	"46 years"	"46"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	529219
	"46 years"	"46"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3148101
	"46 years"	"46"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	546594
	"46 years"	"46"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3086394
	"46 years"	"46"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	575641
	"46 years"	"46"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3046245
	"46 years"	"46"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	599541
	"46 years"	"46"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2922476
	"46 years"	"46"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	593546
	"46 years"	"46"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2700331
	"46 years"	"46"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	599858
	"46 years"	"46"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2630625
	"46 years"	"46"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	623757
	"46 years"	"46"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2570833
	"46 years"	"46"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	639877
	"46 years"	"46"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2621363
	"46 years"	"46"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	685573
	"46 years"	"46"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2731871
	"47 years"	"47"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	329765
	"47 years"	"47"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3024733
	"47 years"	"47"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	352594
	"47 years"	"47"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3090759
	"47 years"	"47"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	388481
	"47 years"	"47"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3180255
	"47 years"	"47"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	396975
	"47 years"	"47"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3139918
	"47 years"	"47"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	420449
	"47 years"	"47"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3247694
	"47 years"	"47"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	438014
	"47 years"	"47"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3256810
	"47 years"	"47"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	461758
	"47 years"	"47"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3212288
	"47 years"	"47"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	513978
	"47 years"	"47"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3285300
	"47 years"	"47"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	510021
	"47 years"	"47"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3233011
	"47 years"	"47"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	533246
	"47 years"	"47"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3151371
	"47 years"	"47"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	549872
	"47 years"	"47"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3087279
	"47 years"	"47"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	575476
	"47 years"	"47"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3037356
	"47 years"	"47"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	599165
	"47 years"	"47"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2914913
	"47 years"	"47"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	593096
	"47 years"	"47"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2692971
	"47 years"	"47"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	599750
	"47 years"	"47"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2623717
	"47 years"	"47"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	623668
	"47 years"	"47"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2564113
	"47 years"	"47"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	639728
	"47 years"	"47"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2614148
	"48 years"	"48"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	308941
	"48 years"	"48"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2947523
	"48 years"	"48"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	331222
	"48 years"	"48"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3014952
	"48 years"	"48"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	353507
	"48 years"	"48"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3079461
	"48 years"	"48"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	388488
	"48 years"	"48"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3167433
	"48 years"	"48"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	396539
	"48 years"	"48"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3126881
	"48 years"	"48"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	419558
	"48 years"	"48"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3233329
	"48 years"	"48"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	436719
	"48 years"	"48"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3242020
	"48 years"	"48"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	459472
	"48 years"	"48"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3196857
	"48 years"	"48"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	510834
	"48 years"	"48"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3268770
	"48 years"	"48"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	506052
	"48 years"	"48"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3215655
	"48 years"	"48"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	529159
	"48 years"	"48"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3134889
	"48 years"	"48"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	549462
	"48 years"	"48"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3077204
	"48 years"	"48"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	574936
	"48 years"	"48"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3028291
	"48 years"	"48"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	598464
	"48 years"	"48"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2906150
	"48 years"	"48"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	592796
	"48 years"	"48"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2684995
	"48 years"	"48"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	599556
	"48 years"	"48"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2615752
	"48 years"	"48"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	623386
	"48 years"	"48"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2556199
	"49 years"	"49"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	299572
	"49 years"	"49"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2873422
	"49 years"	"49"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	310590
	"49 years"	"49"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2939711
	"49 years"	"49"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	332880
	"49 years"	"49"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3008351
	"49 years"	"49"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	354917
	"49 years"	"49"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3073970
	"49 years"	"49"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	390124
	"49 years"	"49"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3164386
	"49 years"	"49"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	398522
	"49 years"	"49"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3125276
	"49 years"	"49"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	421912
	"49 years"	"49"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3234204
	"49 years"	"49"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	439057
	"49 years"	"49"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3244860
	"49 years"	"49"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	462079
	"49 years"	"49"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3201428
	"49 years"	"49"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	513736
	"49 years"	"49"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3275212
	"49 years"	"49"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	508656
	"49 years"	"49"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3222628
	"49 years"	"49"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	528575
	"49 years"	"49"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3123592
	"49 years"	"49"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	548678
	"49 years"	"49"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3066932
	"49 years"	"49"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	574189
	"49 years"	"49"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3018157
	"49 years"	"49"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	597912
	"49 years"	"49"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2896563
	"49 years"	"49"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	592407
	"49 years"	"49"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2676110
	"49 years"	"49"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	599156
	"49 years"	"49"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2606941
	"50 years"	"50"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	299035
	"50 years"	"50"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2856532
	"50 years"	"50"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	300885
	"50 years"	"50"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2862088
	"50 years"	"50"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	311411
	"50 years"	"50"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2925363
	"50 years"	"50"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	333007
	"50 years"	"50"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2991058
	"50 years"	"50"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	354613
	"50 years"	"50"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3054462
	"50 years"	"50"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	389393
	"50 years"	"50"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3142036
	"50 years"	"50"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	397538
	"50 years"	"50"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3100862
	"50 years"	"50"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	420253
	"50 years"	"50"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3206844
	"50 years"	"50"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	436919
