"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Ethnicity"	"Ethnicity Code"	"Race"	"Race Code"	Population
	"50 years"	"50"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3215142
	"50 years"	"50"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	459190
	"50 years"	"50"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3169493
	"50 years"	"50"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	509276
	"50 years"	"50"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3242802
	"50 years"	"50"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	507759
	"50 years"	"50"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3209927
	"50 years"	"50"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	527480
	"50 years"	"50"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3111875
	"50 years"	"50"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	547522
	"50 years"	"50"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3055268
	"50 years"	"50"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	573217
	"50 years"	"50"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3006805
	"50 years"	"50"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	596996
	"50 years"	"50"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2885844
	"50 years"	"50"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	591461
	"50 years"	"50"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2665966
	"51 years"	"51"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	270361
	"51 years"	"51"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2803839
	"51 years"	"51"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	301058
	"51 years"	"51"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2849382
	"51 years"	"51"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	303186
	"51 years"	"51"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2857824
	"51 years"	"51"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	313912
	"51 years"	"51"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2924026
	"51 years"	"51"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	336009
	"51 years"	"51"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2993658
	"51 years"	"51"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	358368
	"51 years"	"51"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3060766
	"51 years"	"51"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	394105
	"51 years"	"51"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3152546
	"51 years"	"51"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	402733
	"51 years"	"51"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3114872
	"51 years"	"51"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	426365
	"51 years"	"51"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3225363
	"51 years"	"51"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	443683
	"51 years"	"51"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3237545
	"51 years"	"51"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	465017
	"51 years"	"51"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3187088
	"51 years"	"51"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	508284
	"51 years"	"51"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3229089
	"51 years"	"51"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	506567
	"51 years"	"51"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3196550
	"51 years"	"51"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	525961
	"51 years"	"51"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3098615
	"51 years"	"51"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	546148
	"51 years"	"51"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3042306
	"51 years"	"51"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	571833
	"51 years"	"51"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2994105
	"51 years"	"51"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	595474
	"51 years"	"51"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2873512
	"52 years"	"52"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	258747
	"52 years"	"52"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2822661
	"52 years"	"52"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	271510
	"52 years"	"52"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2792840
	"52 years"	"52"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	301676
	"52 years"	"52"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2836582
	"52 years"	"52"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	303171
	"52 years"	"52"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2842984
	"52 years"	"52"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	313348
	"52 years"	"52"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2907257
	"52 years"	"52"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	334887
	"52 years"	"52"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2974797
	"52 years"	"52"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	356799
	"52 years"	"52"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3039993
	"52 years"	"52"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	391497
	"52 years"	"52"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3129615
	"52 years"	"52"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	399468
	"52 years"	"52"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3090363
	"52 years"	"52"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	422156
	"52 years"	"52"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3198300
	"52 years"	"52"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	439885
	"52 years"	"52"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3211706
	"52 years"	"52"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	463961
	"52 years"	"52"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3172440
	"52 years"	"52"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	506861
	"52 years"	"52"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3214439
	"52 years"	"52"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	505059
	"52 years"	"52"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3181469
	"52 years"	"52"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	524636
	"52 years"	"52"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3084095
	"52 years"	"52"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	544769
	"52 years"	"52"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3027950
	"52 years"	"52"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	570386
	"52 years"	"52"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2979936
	"53 years"	"53"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	247274
	"53 years"	"53"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3040930
	"53 years"	"53"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	260134
	"53 years"	"53"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2812905
	"53 years"	"53"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	273084
	"53 years"	"53"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2785118
	"53 years"	"53"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	303275
	"53 years"	"53"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2830433
	"53 years"	"53"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	304913
	"53 years"	"53"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2838630
	"53 years"	"53"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	315379
	"53 years"	"53"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2904535
	"53 years"	"53"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	337289
	"53 years"	"53"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2974095
	"53 years"	"53"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	359356
	"53 years"	"53"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3041217
	"53 years"	"53"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	394523
	"53 years"	"53"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3133065
	"53 years"	"53"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	402623
	"53 years"	"53"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3095670
	"53 years"	"53"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	424748
	"53 years"	"53"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3199642
	"53 years"	"53"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	438800
	"53 years"	"53"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3195784
	"53 years"	"53"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	462566
	"53 years"	"53"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3156792
	"53 years"	"53"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	505226
	"53 years"	"53"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3198416
	"53 years"	"53"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	503622
	"53 years"	"53"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3165601
	"53 years"	"53"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	523239
	"53 years"	"53"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3068351
	"53 years"	"53"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	543269
	"53 years"	"53"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3012396
	"54 years"	"54"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	217710
	"54 years"	"54"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2207757
	"54 years"	"54"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	248562
	"54 years"	"54"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3030862
	"54 years"	"54"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	261569
	"54 years"	"54"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2804956
	"54 years"	"54"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	274566
	"54 years"	"54"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2778432
	"54 years"	"54"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	304928
	"54 years"	"54"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2825480
	"54 years"	"54"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	307001
	"54 years"	"54"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2834842
	"54 years"	"54"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	317771
	"54 years"	"54"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2901996
	"54 years"	"54"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	339933
	"54 years"	"54"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2972923
	"54 years"	"54"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	362547
	"54 years"	"54"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3041667
	"54 years"	"54"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	398116
	"54 years"	"54"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3134965
	"54 years"	"54"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	404942
	"54 years"	"54"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3096049
	"54 years"	"54"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	423476
	"54 years"	"54"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3182459
	"54 years"	"54"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	437391
	"54 years"	"54"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3178844
	"54 years"	"54"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	460945
	"54 years"	"54"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3139852
	"54 years"	"54"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	503692
	"54 years"	"54"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3181295
	"54 years"	"54"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	502064
	"54 years"	"54"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3148167
	"54 years"	"54"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	521616
	"54 years"	"54"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3051437
	"55 years"	"55"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	208228
	"55 years"	"55"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2214972
	"55 years"	"55"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	218462
	"55 years"	"55"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2196182
	"55 years"	"55"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	248829
	"55 years"	"55"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3011801
	"55 years"	"55"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	261269
	"55 years"	"55"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2784090
	"55 years"	"55"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	273758
	"55 years"	"55"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2755111
	"55 years"	"55"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	303606
	"55 years"	"55"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2799121
	"55 years"	"55"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	305390
	"55 years"	"55"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2805334
	"55 years"	"55"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	315373
	"55 years"	"55"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2868730
	"55 years"	"55"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	336912
	"55 years"	"55"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2935654
	"55 years"	"55"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	358537
	"55 years"	"55"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3000459
	"55 years"	"55"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	393410
	"55 years"	"55"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3095113
	"55 years"	"55"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	403765
	"55 years"	"55"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3077943
	"55 years"	"55"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	422083
	"55 years"	"55"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3164224
	"55 years"	"55"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	435743
	"55 years"	"55"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3160289
	"55 years"	"55"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	459367
	"55 years"	"55"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3121368
	"55 years"	"55"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	501944
	"55 years"	"55"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3162318
	"55 years"	"55"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	500355
	"55 years"	"55"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3129419
	"56 years"	"56"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	193590
	"56 years"	"56"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2217422
	"56 years"	"56"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	209173
	"56 years"	"56"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2205932
	"56 years"	"56"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	219399
	"56 years"	"56"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2189739
	"56 years"	"56"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	249766
	"56 years"	"56"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3006869
	"56 years"	"56"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	262250
	"56 years"	"56"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2782852
	"56 years"	"56"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	275028
	"56 years"	"56"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2757550
	"56 years"	"56"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	305317
	"56 years"	"56"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2805200
	"56 years"	"56"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	307080
	"56 years"	"56"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2814417
	"56 years"	"56"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	317331
	"56 years"	"56"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2881287
	"56 years"	"56"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	339083
	"56 years"	"56"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2952109
	"56 years"	"56"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	360556
	"56 years"	"56"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3011382
	"56 years"	"56"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	392190
	"56 years"	"56"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3075972
	"56 years"	"56"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	402412
	"56 years"	"56"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3058807
	"56 years"	"56"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	420243
	"56 years"	"56"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3144156
	"56 years"	"56"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	434042
	"56 years"	"56"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3140084
	"56 years"	"56"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	457596
	"56 years"	"56"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3101048
	"56 years"	"56"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	499937
	"56 years"	"56"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3141505
	"57 years"	"57"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	183859
	"57 years"	"57"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2332667
	"57 years"	"57"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	194101
	"57 years"	"57"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2205387
	"57 years"	"57"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	209344
	"57 years"	"57"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2193376
	"57 years"	"57"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	219035
	"57 years"	"57"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2176329
	"57 years"	"57"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	248934
	"57 years"	"57"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2988165
	"57 years"	"57"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	261257
	"57 years"	"57"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2764970
	"57 years"	"57"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	273769
	"57 years"	"57"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2739205
	"57 years"	"57"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	303393
	"57 years"	"57"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2785497
	"57 years"	"57"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	304760
	"57 years"	"57"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2793569
	"57 years"	"57"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	314408
	"57 years"	"57"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2859066
	"57 years"	"57"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	336576
	"57 years"	"57"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2930458
	"57 years"	"57"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	359278
	"57 years"	"57"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2991444
	"57 years"	"57"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	390731
	"57 years"	"57"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3055872
	"57 years"	"57"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	400673
	"57 years"	"57"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3038259
	"57 years"	"57"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	418611
